Niche,Typical_Deal_USD,LTV_USD,Gross_Margin_pct,Payment,Sales_Cycle_days,Primary_Channels,Delivery_Difficulty,Gross_Profit_USD,Rec_CAC_Ceiling_USD,StressA_GP_minus_2xCAC,StressB_GP_minus_1_43xCAC,StressC_Cashflow_Risk,StressD_GP_at_-20%,Cushion_0to4,Serviceability_1easy_5hard,Marketability,Econ_score,Cushion_score,Serviceability_score,Marketability_score,Composite_10pt
Airport Duty-Free Spirits Retailers,60000,180000,70,Retainer,60,LinkedIn/Cold Email,3,42000.0,4500.0,33000.0,35565.0,LOW,33600.0,4,3,3,10.0,10.0,6.0,6.0,8.4
TTB Compliance Consultants,48000,144000,78,Retainer,55,LinkedIn/Cold Email,3,37440.0,4500.0,28440.0,31005.0,LOW,29952.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Beverage Alcohol Attorneys,60000,180000,80,Retainer,60,LinkedIn/Cold Email/Referral,3,48000.0,4500.0,39000.0,41565.0,LOW,38400.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Spirits Brand Launch Consultants,54000,162000,78,Retainer,50,LinkedIn/Cold Email,3,42120.0,4500.0,33120.0,35685.0,LOW,33696.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Distillery Start-up Advisors,48000,144000,78,Retainer,55,LinkedIn/Cold Email,3,37440.0,4500.0,28440.0,31005.0,LOW,29952.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Alcohol Licensing Specialists,42000,126000,78,Retainer,45,LinkedIn/Cold Email,3,32760.0,4500.0,23760.0,26325.0,LOW,26208.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Beverage Alcohol Compliance Software Companies,72000,216000,78,Retainer,60,LinkedIn/Cold Email,3,56160.0,4500.0,47160.0,49725.0,LOW,44928.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Beverage Industry Trade Show Organizers,60000,180000,73,Retainer,55,LinkedIn/Cold Email,3,43800.0,4500.0,34800.0,37365.0,LOW,35040.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Distillery Management Software Companies,66000,198000,76,Retainer,60,LinkedIn/Cold Email,3,50160.0,4500.0,41160.0,43725.0,LOW,40128.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Spirits Inventory Management Platforms,54000,162000,75,Retainer,55,LinkedIn/Cold Email,3,40500.0,4500.0,31500.0,34065.0,LOW,32400.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Beverage Industry Analytics Firms,66000,198000,76,Retainer,65,LinkedIn/Cold Email,3,50160.0,4500.0,41160.0,43725.0,LOW,40128.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Distillery HVAC & Infrastructure Contractors,48000,144000,70,Retainer,55,LinkedIn/Cold Email,3,33600.0,4500.0,24600.0,27165.0,LOW,26880.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Orthopedic Surgery Centers,72000,216000,78,Retainer,60,LinkedIn/Google Ads/Cold Email,3,56160.0,4500.0,47160.0,49725.0,LOW,44928.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Home Health Aide Agencies,42000,126000,74,Retainer,45,LinkedIn/Google Ads/Cold Email,3,31080.0,4500.0,22080.0,24645.0,LOW,24864.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Memory Care Facilities,60000,180000,75,Retainer,55,LinkedIn/Google Ads/Email,3,45000.0,4500.0,36000.0,38565.0,LOW,36000.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Pain Management Clinics,48000,144000,76,Retainer,45,Google Ads/LinkedIn/Email,3,36480.0,4500.0,27480.0,30045.0,LOW,29184.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Healthcare Staffing Agencies,60000,180000,74,Retainer,50,LinkedIn/Cold Email,3,44400.0,4500.0,35400.0,37965.0,LOW,35520.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Medical Device Distributors,66000,198000,72,Retainer,65,LinkedIn/Cold Email/Trade Shows,3,47520.0,4500.0,38520.0,41085.0,LOW,38016.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Durable Medical Equipment Companies,48000,144000,72,Retainer,50,LinkedIn/Google Ads/Email,3,34560.0,4500.0,25560.0,28125.0,LOW,27648.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Specialty Pharmacy Operators,54000,162000,74,Retainer,55,LinkedIn/Cold Email,3,39960.0,4500.0,30960.0,33525.0,LOW,31968.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Healthcare Revenue Cycle Consulting Firms,66000,198000,76,Retainer,60,LinkedIn/Cold Email,3,50160.0,4500.0,41160.0,43725.0,LOW,40128.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Precision Agriculture Technology Companies,66000,198000,74,Retainer,60,LinkedIn/Cold Email/Trade Shows,3,48840.0,4500.0,39840.0,42405.0,LOW,39072.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Vertical Farming Operations,60000,180000,73,Retainer,55,LinkedIn/Cold Email/Instagram,3,43800.0,4500.0,34800.0,37365.0,LOW,35040.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Agricultural Equipment Dealers,54000,162000,70,Retainer,55,LinkedIn/Cold Email/Trade Shows,3,37800.0,4500.0,28800.0,31365.0,LOW,30240.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Food Safety Testing Laboratories,48000,144000,72,Retainer,55,LinkedIn/Cold Email,3,34560.0,4500.0,25560.0,28125.0,LOW,27648.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Cold Chain Logistics for Food,54000,162000,70,Retainer,55,LinkedIn/Cold Email,3,37800.0,4500.0,28800.0,31365.0,LOW,30240.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Contract Food Manufacturers,54000,162000,70,Retainer,60,LinkedIn/Cold Email/Trade Shows,3,37800.0,4500.0,28800.0,31365.0,LOW,30240.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Commercial Greenhouse Operators,48000,144000,70,Retainer,50,LinkedIn/Cold Email/Instagram,3,33600.0,4500.0,24600.0,27165.0,LOW,26880.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Farm Management Software Companies,60000,180000,74,Retainer,60,LinkedIn/Cold Email,3,44400.0,4500.0,35400.0,37965.0,LOW,35520.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Irrigation Systems Installers,42000,126000,70,Retainer,45,LinkedIn/Google Ads/Cold Email,3,29400.0,4500.0,20400.0,22965.0,LOW,23520.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Commercial Roofing Contractors,48000,144000,70,Retainer,45,LinkedIn/Google Ads/Cold Email,3,33600.0,4500.0,24600.0,27165.0,LOW,26880.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Waterproofing & Building Envelope Contractors,48000,144000,71,Retainer,50,LinkedIn/Cold Email/Google Ads,3,34080.0,4500.0,25080.0,27645.0,LOW,27264.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Concrete Flatwork & Foundation Contractors,42000,126000,69,Retainer,45,LinkedIn/Google Ads/Cold Email,3,28980.0,4500.0,19980.0,22545.0,LOW,23184.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Window & Curtain Wall Installers,54000,162000,71,Retainer,55,LinkedIn/Cold Email,3,38340.0,4500.0,29340.0,31905.0,LOW,30672.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Fire Protection & Suppression Contractors,54000,162000,72,Retainer,55,LinkedIn/Cold Email,3,38880.0,4500.0,29880.0,32445.0,LOW,31104.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Commercial HVAC Contractors,54000,162000,70,Retainer,45,LinkedIn/Google Ads/Cold Email,3,37800.0,4500.0,28800.0,31365.0,LOW,30240.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Electrical Contractors (Commercial),54000,162000,70,Retainer,45,LinkedIn/Google Ads/Cold Email,3,37800.0,4500.0,28800.0,31365.0,LOW,30240.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Plumbing Contractors (Commercial),48000,144000,70,Retainer,45,LinkedIn/Google Ads/Cold Email,3,33600.0,4500.0,24600.0,27165.0,LOW,26880.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Demolition & Deconstruction Contractors,48000,144000,69,Retainer,50,LinkedIn/Cold Email,3,33120.0,4500.0,24120.0,26685.0,LOW,26496.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Asbestos & Mold Remediation Contractors,48000,144000,71,Retainer,40,LinkedIn/Google Ads/Cold Email,3,34080.0,4500.0,25080.0,27645.0,LOW,27264.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Underground Utility Contractors,54000,162000,70,Retainer,55,LinkedIn/Cold Email,3,37800.0,4500.0,28800.0,31365.0,LOW,30240.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Site Preparation & Grading Contractors,42000,126000,70,Retainer,45,LinkedIn/Google Ads/Cold Email,3,29400.0,4500.0,20400.0,22965.0,LOW,23520.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Soil Remediation Contractors,54000,162000,71,Retainer,55,LinkedIn/Cold Email,3,38340.0,4500.0,29340.0,31905.0,LOW,30672.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Environmental Consulting Firms,60000,180000,73,Retainer,60,LinkedIn/Cold Email,3,43800.0,4500.0,34800.0,37365.0,LOW,35040.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Stormwater Management Contractors,48000,144000,71,Retainer,50,LinkedIn/Cold Email,3,34080.0,4500.0,25080.0,27645.0,LOW,27264.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Air Quality Monitoring & Compliance Firms,54000,162000,72,Retainer,55,LinkedIn/Cold Email,3,38880.0,4500.0,29880.0,32445.0,LOW,31104.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Recycling & Waste Brokerage Companies,42000,126000,70,Retainer,50,LinkedIn/Cold Email,3,29400.0,4500.0,20400.0,22965.0,LOW,23520.0,4,3,3,10.0,10.0,6.0,6.0,8.4
E-Waste Recycling Facilities,42000,126000,71,Retainer,45,LinkedIn/Cold Email/Instagram,3,29820.0,4500.0,20820.0,23385.0,LOW,23856.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Solar Panel Recycling Companies,48000,144000,72,Retainer,50,LinkedIn/Cold Email,3,34560.0,4500.0,25560.0,28125.0,LOW,27648.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Environmental Engineering Firms,66000,198000,73,Retainer,65,LinkedIn/Cold Email,3,48180.0,4500.0,39180.0,41745.0,LOW,38544.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Freight Brokerage Firms,54000,162000,70,Retainer,45,LinkedIn/Cold Email,3,37800.0,4500.0,28800.0,31365.0,LOW,30240.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Last-Mile Delivery Companies,48000,144000,69,Retainer,45,LinkedIn/Cold Email/Google Ads,3,33120.0,4500.0,24120.0,26685.0,LOW,26496.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Cold Chain Logistics Providers,60000,180000,70,Retainer,55,LinkedIn/Cold Email/Trade Shows,3,42000.0,4500.0,33000.0,35565.0,LOW,33600.0,4,3,3,10.0,10.0,6.0,6.0,8.4
3PL Warehousing & Fulfillment Centers,54000,162000,70,Retainer,50,LinkedIn/Cold Email,3,37800.0,4500.0,28800.0,31365.0,LOW,30240.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Fleet Management Software Companies,66000,198000,74,Retainer,60,LinkedIn/Cold Email,3,48840.0,4500.0,39840.0,42405.0,LOW,39072.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Commercial Truck Dealerships,48000,144000,69,Retainer,45,LinkedIn/Google Ads/Cold Email,3,33120.0,4500.0,24120.0,26685.0,LOW,26496.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Truck & Fleet Leasing Companies,54000,162000,70,Retainer,55,LinkedIn/Cold Email,3,37800.0,4500.0,28800.0,31365.0,LOW,30240.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Driver Staffing & Trucking Recruitment Agencies,54000,162000,72,Retainer,45,LinkedIn/Cold Email,3,38880.0,4500.0,29880.0,32445.0,LOW,31104.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Supply Chain Consulting Firms,72000,216000,75,Retainer,65,LinkedIn/Cold Email,3,54000.0,4500.0,45000.0,47565.0,LOW,43200.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Customs Brokerage & Trade Compliance Firms,60000,180000,73,Retainer,60,LinkedIn/Cold Email,3,43800.0,4500.0,34800.0,37365.0,LOW,35040.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Cross-Border Logistics Companies,60000,180000,71,Retainer,60,LinkedIn/Cold Email/Trade Shows,3,42600.0,4500.0,33600.0,36165.0,LOW,34080.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Drone Delivery & UAV Logistics Companies,66000,198000,73,Retainer,60,LinkedIn/Cold Email/Instagram,3,48180.0,4500.0,39180.0,41745.0,LOW,38544.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Managed Service Providers (MSPs),54000,162000,75,Retainer,45,LinkedIn/Cold Email/Referral,3,40500.0,4500.0,31500.0,34065.0,LOW,32400.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Cloud Migration & DevOps Agencies,66000,198000,76,Retainer,55,LinkedIn/Cold Email,3,50160.0,4500.0,41160.0,43725.0,LOW,40128.0,4,3,3,10.0,10.0,6.0,6.0,8.4
QA & Software Testing Firms,48000,144000,75,Retainer,45,LinkedIn/Cold Email,3,36000.0,4500.0,27000.0,29565.0,LOW,28800.0,4,3,3,10.0,10.0,6.0,6.0,8.4
CRM Integration Specialists,60000,180000,76,Retainer,55,LinkedIn/Cold Email,3,45600.0,4500.0,36600.0,39165.0,LOW,36480.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Business Intelligence & Analytics Firms,72000,216000,76,Retainer,60,LinkedIn/Cold Email,3,54720.0,4500.0,45720.0,48285.0,LOW,43776.0,4,3,3,10.0,10.0,6.0,6.0,8.4
IT Staffing & Recruiting Agencies,60000,180000,72,Retainer,45,LinkedIn/Cold Email,3,43200.0,4500.0,34200.0,36765.0,LOW,34560.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Tech Stack Consulting Firms,60000,180000,75,Retainer,55,LinkedIn/Cold Email,3,45000.0,4500.0,36000.0,38565.0,LOW,36000.0,4,3,3,10.0,10.0,6.0,6.0,8.4
AR/VR Development Studios,66000,198000,74,Retainer,55,LinkedIn/Cold Email/Instagram,3,48840.0,4500.0,39840.0,42405.0,LOW,39072.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Digital Transformation Consulting Firms,84000,252000,75,Retainer,70,LinkedIn/Cold Email,3,63000.0,4500.0,54000.0,56565.0,LOW,50400.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Precision Metal Fabricators,54000,162000,70,Retainer,55,LinkedIn/Cold Email/Trade Shows,3,37800.0,4500.0,28800.0,31365.0,LOW,30240.0,4,3,3,10.0,10.0,6.0,6.0,8.4
CNC Machining Job Shops,48000,144000,70,Retainer,50,LinkedIn/Cold Email/Trade Shows,3,33600.0,4500.0,24600.0,27165.0,LOW,26880.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Injection Molding Companies,54000,162000,70,Retainer,55,LinkedIn/Cold Email/Trade Shows,3,37800.0,4500.0,28800.0,31365.0,LOW,30240.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Custom Packaging Manufacturers,48000,144000,71,Retainer,50,LinkedIn/Cold Email/Trade Shows,3,34080.0,4500.0,25080.0,27645.0,LOW,27264.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Industrial Gasket & Seal Manufacturers,42000,126000,70,Retainer,50,LinkedIn/Cold Email,3,29400.0,4500.0,20400.0,22965.0,LOW,23520.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Composite Materials Manufacturers,60000,180000,71,Retainer,60,LinkedIn/Cold Email/Trade Shows,3,42600.0,4500.0,33600.0,36165.0,LOW,34080.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Tooling & Die Manufacturing Companies,54000,162000,70,Retainer,60,LinkedIn/Cold Email/Trade Shows,3,37800.0,4500.0,28800.0,31365.0,LOW,30240.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Industrial Valve & Pump Manufacturers,60000,180000,71,Retainer,65,LinkedIn/Cold Email/Trade Shows,3,42600.0,4500.0,33600.0,36165.0,LOW,34080.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Hydraulic & Pneumatic Systems Manufacturers,54000,162000,70,Retainer,60,LinkedIn/Cold Email/Trade Shows,3,37800.0,4500.0,28800.0,31365.0,LOW,30240.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Specialty Wire & Cable Manufacturers,54000,162000,70,Retainer,60,LinkedIn/Cold Email/Trade Shows,3,37800.0,4500.0,28800.0,31365.0,LOW,30240.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Textile & Technical Fabric Manufacturers,48000,144000,70,Retainer,55,LinkedIn/Cold Email/Trade Shows,3,33600.0,4500.0,24600.0,27165.0,LOW,26880.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Foam & Cushioning Manufacturers,42000,126000,70,Retainer,50,LinkedIn/Cold Email,3,29400.0,4500.0,20400.0,22965.0,LOW,23520.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Plastic Extrusion Companies,42000,126000,70,Retainer,50,LinkedIn/Cold Email,3,29400.0,4500.0,20400.0,22965.0,LOW,23520.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Rubber Parts Manufacturers,42000,126000,70,Retainer,50,LinkedIn/Cold Email,3,29400.0,4500.0,20400.0,22965.0,LOW,23520.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Private Security Firms (Commercial),54000,162000,70,Retainer,50,LinkedIn/Cold Email,3,37800.0,4500.0,28800.0,31365.0,LOW,30240.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Security Systems Integrators,54000,162000,71,Retainer,50,LinkedIn/Cold Email/Google Ads,3,38340.0,4500.0,29340.0,31905.0,LOW,30672.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Access Control System Companies,48000,144000,71,Retainer,45,LinkedIn/Cold Email/Google Ads,3,34080.0,4500.0,25080.0,27645.0,LOW,27264.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Security Guard Staffing Agencies,42000,126000,69,Retainer,40,LinkedIn/Cold Email/Google Ads,3,28980.0,4500.0,19980.0,22545.0,LOW,23184.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Drone Security & Perimeter Monitoring Firms,60000,180000,73,Retainer,55,LinkedIn/Cold Email,3,43800.0,4500.0,34800.0,37365.0,LOW,35040.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Loss Prevention Consulting Firms,48000,144000,72,Retainer,50,LinkedIn/Cold Email,3,34560.0,4500.0,25560.0,28125.0,LOW,27648.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Employment & HR Law Firms,60000,180000,80,Retainer,55,LinkedIn/Cold Email/Referral,3,48000.0,4500.0,39000.0,41565.0,LOW,38400.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Business Valuation Firms,54000,162000,78,Retainer,55,LinkedIn/Cold Email/Referral,3,42120.0,4500.0,33120.0,35685.0,LOW,33696.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Management Consulting Boutiques,84000,252000,78,Retainer,75,LinkedIn/Cold Email,3,65520.0,4500.0,56520.0,59085.0,LOW,52416.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Executive Search & Headhunting Firms,66000,198000,76,Retainer,55,LinkedIn/Cold Email,3,50160.0,4500.0,41160.0,43725.0,LOW,40128.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Professional Employer Organizations (PEOs),72000,216000,74,Retainer,60,LinkedIn/Cold Email,3,53280.0,4500.0,44280.0,46845.0,LOW,42624.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Outsourced CFO & Accounting Firms,60000,180000,78,Retainer,50,LinkedIn/Cold Email/Referral,3,46800.0,4500.0,37800.0,40365.0,LOW,37440.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Tax Resolution & IRS Representation Firms,48000,144000,78,Retainer,40,Google Ads/LinkedIn/Cold Email,3,37440.0,4500.0,28440.0,31005.0,LOW,29952.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Commercial Insurance Brokerages,60000,180000,72,Retainer,50,LinkedIn/Cold Email/Referral,3,43200.0,4500.0,34200.0,36765.0,LOW,34560.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Wealth Management & RIA Firms,72000,216000,78,Retainer,60,LinkedIn/Cold Email/Referral,3,56160.0,4500.0,47160.0,49725.0,LOW,44928.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Commercial Real Estate Brokerages,66000,198000,73,Retainer,60,LinkedIn/Cold Email,3,48180.0,4500.0,39180.0,41745.0,LOW,38544.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Real Estate Investment Companies,72000,216000,73,Retainer,60,LinkedIn/Cold Email,3,52560.0,4500.0,43560.0,46125.0,LOW,42048.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Elevator Maintenance & Service Companies,48000,144000,71,Retainer,50,LinkedIn/Cold Email,3,34080.0,4500.0,25080.0,27645.0,LOW,27264.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Facility Management Companies,60000,180000,70,Retainer,55,LinkedIn/Cold Email,3,42000.0,4500.0,33000.0,35565.0,LOW,33600.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Parking Lot Management Companies,36000,108000,69,Retainer,45,LinkedIn/Cold Email,3,24840.0,4500.0,15840.0,18405.0,LOW,19872.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Uniform & Workwear Rental Companies,42000,126000,70,Retainer,45,LinkedIn/Cold Email,3,29400.0,4500.0,20400.0,22965.0,LOW,23520.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Building Automation System Integrators,60000,180000,72,Retainer,60,LinkedIn/Cold Email,3,43200.0,4500.0,34200.0,36765.0,LOW,34560.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Commercial Kitchen Equipment Dealers,48000,144000,70,Retainer,50,LinkedIn/Cold Email,3,33600.0,4500.0,24600.0,27165.0,LOW,26880.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Restaurant Franchise Operators,54000,162000,70,Retainer,50,LinkedIn/Instagram/Cold Email,3,37800.0,4500.0,28800.0,31365.0,LOW,30240.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Trade Show Display & Exhibit Companies,54000,162000,71,Retainer,50,LinkedIn/Cold Email,3,38340.0,4500.0,29340.0,31905.0,LOW,30672.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Corporate Training Companies,60000,180000,75,Retainer,50,LinkedIn/Cold Email,3,45000.0,4500.0,36000.0,38565.0,LOW,36000.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Animal Hospital Groups,54000,162000,74,Retainer,50,Google Ads/LinkedIn/Instagram,3,39960.0,4500.0,30960.0,33525.0,LOW,31968.0,4,3,3,10.0,10.0,6.0,6.0,8.4
EV Charging Station Installers,54000,162000,72,Retainer,50,LinkedIn/Cold Email/Google Ads,3,38880.0,4500.0,29880.0,32445.0,LOW,31104.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Records Management & Document Storage Companies,42000,126000,70,Retainer,50,LinkedIn/Cold Email,3,29400.0,4500.0,20400.0,22965.0,LOW,23520.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Office Furniture Dealers,42000,126000,70,Retainer,50,LinkedIn/Cold Email,3,29400.0,4500.0,20400.0,22965.0,LOW,23520.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Merchandising & Retail Fixture Companies,42000,126000,70,Retainer,45,LinkedIn/Cold Email,3,29400.0,4500.0,20400.0,22965.0,LOW,23520.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Industrial Safety Equipment Distributors,48000,144000,70,Retainer,50,LinkedIn/Cold Email/Trade Shows,3,33600.0,4500.0,24600.0,27165.0,LOW,26880.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Scaffolding Rental & Erection Companies,36000,108000,69,Retainer,45,LinkedIn/Cold Email,3,24840.0,4500.0,15840.0,18405.0,LOW,19872.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Construction Equipment Rental Companies,48000,144000,69,Retainer,50,LinkedIn/Cold Email,3,33120.0,4500.0,24120.0,26685.0,LOW,26496.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Rigging & Millwright Services,48000,144000,70,Retainer,55,LinkedIn/Cold Email,3,33600.0,4500.0,24600.0,27165.0,LOW,26880.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Welding & Fabrication Shops,42000,126000,70,Retainer,50,LinkedIn/Cold Email,3,29400.0,4500.0,20400.0,22965.0,LOW,23520.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Industrial Cleaning & Surface Prep Companies,42000,126000,70,Retainer,45,LinkedIn/Cold Email,3,29400.0,4500.0,20400.0,22965.0,LOW,23520.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Industrial Painting & Coating Contractors,48000,144000,70,Retainer,50,LinkedIn/Cold Email,3,33600.0,4500.0,24600.0,27165.0,LOW,26880.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Pipeline Inspection Companies,60000,180000,71,Retainer,60,LinkedIn/Cold Email/Trade Shows,3,42600.0,4500.0,33600.0,36165.0,LOW,34080.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Non-Destructive Testing (NDT) Firms,54000,162000,72,Retainer,55,LinkedIn/Cold Email,3,38880.0,4500.0,29880.0,32445.0,LOW,31104.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Calibration & Metrology Labs,48000,144000,72,Retainer,55,LinkedIn/Cold Email,3,34560.0,4500.0,25560.0,28125.0,LOW,27648.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Third-Party Logistics Audit Firms,54000,162000,73,Retainer,55,LinkedIn/Cold Email,3,39420.0,4500.0,30420.0,32985.0,LOW,31536.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Quality Management System Consultants,48000,144000,74,Retainer,50,LinkedIn/Cold Email,3,35520.0,4500.0,26520.0,29085.0,LOW,28416.0,4,3,3,10.0,10.0,6.0,6.0,8.4
ISO Certification Consultants,42000,126000,74,Retainer,45,LinkedIn/Cold Email,3,31080.0,4500.0,22080.0,24645.0,LOW,24864.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Lean & Six Sigma Consulting Firms,54000,162000,75,Retainer,55,LinkedIn/Cold Email,3,40500.0,4500.0,31500.0,34065.0,LOW,32400.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Energy Efficiency Consulting Firms,54000,162000,74,Retainer,55,LinkedIn/Cold Email,3,39960.0,4500.0,30960.0,33525.0,LOW,31968.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Power Quality & Electrical Testing Firms,48000,144000,71,Retainer,50,LinkedIn/Cold Email,3,34080.0,4500.0,25080.0,27645.0,LOW,27264.0,4,3,3,10.0,10.0,6.0,6.0,8.4
UPS System Integrators,48000,144000,71,Retainer,50,LinkedIn/Cold Email,3,34080.0,4500.0,25080.0,27645.0,LOW,27264.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Telecommunications Infrastructure Contractors,66000,198000,71,Retainer,65,LinkedIn/Cold Email/Trade Shows,3,46860.0,4500.0,37860.0,40425.0,LOW,37488.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Fiber Optic Installation Companies,54000,162000,71,Retainer,55,LinkedIn/Cold Email,3,38340.0,4500.0,29340.0,31905.0,LOW,30672.0,4,3,3,10.0,10.0,6.0,6.0,8.4
